Date,High,Low,Open,Close,Volume,Adj Close
2015-02-05,178.63999938964844,177.08999633789062,177.27999877929688,178.5500030517578,6037800.0,155.39869689941406
2015-02-06,179.36000061035156,177.47999572753906,178.82000732421875,178.08999633789062,7211900.0,154.9984130859375
2015-02-09,177.94000244140625,176.67999267578125,177.17999267578125,177.08999633789062,3723100.0,154.12802124023438
2015-02-10,178.75,177.13999938964844,178.1699981689453,178.50999450683594,3572700.0,155.36395263671875
2015-02-11,179.08999633789062,177.6699981689453,178.08999633789062,178.6999969482422,5174500.0,155.5292205810547
2015-02-12,179.92999267578125,179.0,179.27000427246094,179.83999633789062,3742700.0,156.52146911621094
2015-02-13,180.5399932861328,179.75999450683594,180.0,180.33999633789062,3998200.0,156.9565887451172
2015-02-17,180.6999969482422,179.7100067138672,180.05999755859375,180.57000732421875,2850900.0,157.15679931640625
2015-02-18,180.67999267578125,179.97000122070312,180.17999267578125,180.47000122070312,2724800.0,157.0697021484375
2015-02-19,180.42999267578125,179.42999267578125,179.8699951171875,180.08999633789062,2663500.0,156.7390899658203
2015-02-20,181.1999969482422,178.5,179.14999389648438,181.13999938964844,8914600.0,158.08299255371094
2015-02-23,180.9199981689453,180.32000732421875,180.7100067138672,180.9199981689453,2738600.0,157.89096069335938
2015-02-24,182.05999755859375,180.88999938964844,181.02999877929688,181.91000366210938,4228700.0,158.75497436523438
2015-02-25,182.1699981689453,181.55999755859375,181.80999755859375,181.9600067138672,2822900.0,158.7986297607422
2015-02-26,182.24000549316406,181.39999389648438,181.9199981689453,182.00999450683594,3045800.0,158.84225463867188
2015-02-27,181.94000244140625,181.14999389648438,181.92999267578125,181.19000244140625,3161300.0,158.1266632080078
2015-03-02,182.67999267578125,181.3699951171875,181.3699951171875,182.67999267578125,3213100.0,159.427001953125
2015-03-03,182.38999938964844,181.19000244140625,182.22999572753906,181.8699951171875,2825800.0,158.72015380859375
2015-03-04,181.41000366210938,180.1300048828125,181.41000366210938,180.77999877929688,3820200.0,157.76885986328125
2015-03-05,181.4499969482422,180.7100067138672,181.25,181.1699981689453,2410700.0,158.10916137695312
2015-03-06,180.6300048828125,178.1300048828125,180.1199951171875,178.39999389648438,7297400.0,155.69178771972656
2015-03-09,180.19000244140625,178.52999877929688,178.52999877929688,179.8000030517578,3844900.0,156.91357421875
2015-03-10,178.50999450683594,176.67999267578125,178.3800048828125,176.69000244140625,6070100.0,154.1994171142578
2015-03-11,177.2899932861328,176.22999572753906,176.97999572753906,176.35000610351562,5584600.0,153.90269470214844
2015-03-12,179.02000427246094,177.1999969482422,177.24000549316406,178.97000122070312,4024300.0,156.1892547607422
2015-03-13,178.5,176.27000427246094,178.38999938964844,177.55999755859375,6833900.0,154.95867919921875
2015-03-16,179.91000366210938,178.25,178.25,179.77999877929688,5550100.0,156.8961181640625
2015-03-17,178.97000122070312,177.86000061035156,178.7899932861328,178.5,5392900.0,155.779052734375
2015-03-18,181.00999450683594,176.97000122070312,177.91000366210938,180.72999572753906,11294400.0,157.7252197265625
2015-03-19,180.38999938964844,179.30999755859375,180.17999267578125,179.66000366210938,6229200.0,156.79147338867188
2015-03-20,181.6699981689453,180.1699981689453,180.4600067138672,180.9600067138672,5999200.0,158.19979858398438
2015-03-23,181.75,180.83999633789062,181.0500030517578,180.85000610351562,3593900.0,158.10366821289062
2015-03-24,181.19000244140625,179.77000427246094,180.64999389648438,179.8300018310547,4692100.0,157.21194458007812
2015-03-25,180.16000366210938,176.8800048828125,179.9499969482422,176.9199981689453,8474700.0,154.66787719726562
2015-03-26,177.3000030517578,175.4600067138672,176.14999389648438,176.47999572753906,6604500.0,154.2832489013672
2015-03-27,176.97000122070312,175.97000122070312,176.3300018310547,176.80999755859375,3971800.0,154.57171630859375
2015-03-30,179.75999450683594,178.27999877929688,178.30999755859375,179.38999938964844,5399300.0,156.8272705078125
2015-03-31,179.0800018310547,177.42999267578125,178.52000427246094,177.5800018310547,4633800.0,155.24485778808594
2015-04-01,177.5399932861328,175.57000732421875,177.5399932861328,176.74000549316406,7440500.0,154.51058959960938
2015-04-02,177.91000366210938,176.42999267578125,176.6999969482422,177.3300018310547,3223600.0,155.02638244628906
2015-04-06,179.1699981689453,176.08999633789062,176.32000732421875,178.58999633789062,6284900.0,156.12791442871094
2015-04-07,179.5800018310547,178.4199981689453,178.77000427246094,178.4199981689453,6011600.0,155.9792938232422
2015-04-08,179.55999755859375,177.9600067138672,178.60000610351562,178.75,4738500.0,156.2677001953125
2015-04-09,179.6300048828125,177.97999572753906,178.66000366210938,179.39999389648438,4483800.0,156.83595275878906
2015-04-10,180.44000244140625,179.17999267578125,179.6699981689453,180.3699951171875,3463600.0,157.68399047851562
2015-04-13,180.86000061035156,179.49000549316406,180.1699981689453,179.63999938964844,3358200.0,157.0457305908203
2015-04-14,180.5399932861328,178.8000030517578,179.5800018310547,180.17999267578125,4811400.0,157.51791381835938
2015-04-15,181.3800048828125,180.4499969482422,180.8300018310547,180.8800048828125,4377800.0,158.12982177734375
2015-04-16,181.50999450683594,180.42999267578125,180.6699981689453,180.91000366210938,3873900.0,158.15609741210938
2015-04-17,179.41000366210938,177.16000366210938,179.27000427246094,177.94000244140625,8683500.0,155.66111755371094
2015-04-20,180.61000061035156,179.14999389648438,179.30999755859375,180.02999877929688,5355800.0,157.48944091796875
2015-04-21,180.8800048828125,178.97000122070312,180.6999969482422,179.25999450683594,3596600.0,156.81588745117188
2015-04-22,180.25,178.5500030517578,179.64999389648438,180.05999755859375,5575200.0,157.51573181152344
2015-04-23,181.07000732421875,179.1999969482422,179.44000244140625,180.3699951171875,4893000.0,157.78688049316406
2015-04-24,180.82000732421875,179.7899932861328,180.5,180.5399932861328,4010000.0,157.93557739257812
2015-04-27,181.5399932861328,179.9600067138672,181.4600067138672,180.1699981689453,4969100.0,157.61190795898438
2015-04-28,180.94000244140625,178.8800048828125,180.36000061035156,180.83999633789062,4534200.0,158.1980743408203
2015-04-29,180.7100067138672,179.24000549316406,179.8000030517578,180.07000732421875,6559400.0,157.52444458007812
2015-04-30,180.02000427246094,177.4499969482422,179.6999969482422,178.17999267578125,8564600.0,155.87107849121094
2015-05-01,180.00999450683594,178.97999572753906,179.2100067138672,179.89999389648438,3895700.0,157.37571716308594
2015-05-04,181.0500030517578,180.25,180.33999633789062,180.44000244140625,3256900.0,157.84814453125
2015-05-05,180.58999633789062,178.77999877929688,180.22999572753906,179.00999450683594,5316300.0,156.5970916748047
2015-05-06,180.25,177.25,179.8699951171875,178.38999938964844,7534200.0,156.05484008789062
2015-05-07,179.6999969482422,177.88999938964844,178.1199951171875,179.27999877929688,4142800.0,156.83334350585938
2015-05-08,182.02000427246094,181.0800018310547,181.13999938964844,181.85000610351562,5529600.0,159.0816650390625
2015-05-11,182.0,180.8800048828125,181.77000427246094,181.0800018310547,3753600.0,158.40797424316406
2015-05-12,181.22999572753906,179.27000427246094,180.10000610351562,180.72000122070312,4742800.0,158.09312438964844
2015-05-13,181.44000244140625,180.47999572753906,180.85000610351562,180.75,3851400.0,158.1193389892578
2015-05-14,182.63999938964844,181.72999572753906,181.80999755859375,182.5399932861328,4921400.0,159.68519592285156
2015-05-15,182.50999450683594,181.88999938964844,182.24000549316406,182.47999572753906,4522200.0,159.9858856201172
2015-05-18,183.00999450683594,182.19000244140625,182.42999267578125,182.67999267578125,2890500.0,160.16123962402344
2015-05-19,183.27999877929688,182.3699951171875,182.9199981689453,182.92999267578125,2766600.0,160.38047790527344
2015-05-20,183.35000610351562,182.55999755859375,183.22999572753906,182.7100067138672,5080800.0,160.1875762939453
2015-05-21,183.0399932861328,182.36000061035156,182.6199951171875,182.7899932861328,2724200.0,160.25770568847656
2015-05-22,182.74000549316406,182.0399932861328,182.50999450683594,182.25999450683594,2357000.0,159.79306030273438
2015-05-26,181.92999267578125,179.7899932861328,181.92999267578125,180.3699951171875,5529700.0,158.1360321044922
2015-05-27,181.7899932861328,180.4499969482422,180.77000427246094,181.52000427246094,3588200.0,159.14427185058594
2015-05-28,181.3300018310547,180.64999389648438,181.11000061035156,181.2899932861328,3660900.0,158.94264221191406
2015-05-29,181.19000244140625,179.6699981689453,181.1699981689453,180.11000061035156,4923700.0,157.90805053710938
2015-06-01,181.14999389648438,179.80999755859375,181.0,180.39999389648438,4349000.0,158.16233825683594
2015-06-02,180.9600067138672,179.27000427246094,180.0800018310547,180.14999389648438,5106200.0,157.94320678710938
2015-06-03,181.74000549316406,180.1199951171875,180.85000610351562,180.8800048828125,5481500.0,158.58311462402344
2015-06-04,180.9199981689453,178.77999877929688,180.17999267578125,179.2100067138672,7312500.0,157.11900329589844
2015-06-05,179.4600067138672,178.25,179.0800018310547,178.5,5228700.0,156.49655151367188
2015-06-08,178.60000610351562,177.67999267578125,178.50999450683594,177.80999755859375,4380500.0,155.89158630371094
2015-06-09,178.25999450683594,177.1999969482422,177.82000732421875,177.7100067138672,4722400.0,155.8038330078125
2015-06-10,180.5399932861328,178.3800048828125,178.3800048828125,180.05999755859375,5480900.0,157.86427307128906
2015-06-11,181.25999450683594,180.38999938964844,180.69000244140625,180.63999938964844,3714800.0,158.37269592285156
2015-06-12,180.05999755859375,178.72000122070312,179.86000061035156,179.1300048828125,4566800.0,157.04888916015625
2015-06-15,178.3699951171875,177.11000061035156,177.88999938964844,178.10000610351562,5502700.0,156.14578247070312
2015-06-16,179.36000061035156,177.8800048828125,178.07000732421875,179.2100067138672,3276900.0,157.11900329589844
2015-06-17,180.13999938964844,178.49000549316406,179.66000366210938,179.47999572753906,3650900.0,157.3557586669922
2015-06-18,181.94000244140625,180.13999938964844,180.2100067138672,181.3300018310547,6542800.0,158.97769165039062
2015-06-19,180.74000549316406,179.72999572753906,180.63999938964844,179.75999450683594,3964000.0,158.01956176757812
2015-06-22,181.5,180.6699981689453,181.02999877929688,180.9199981689453,4048300.0,159.03921508789062
2015-06-23,181.57000732421875,180.75,181.1199951171875,181.1199951171875,3116800.0,159.21505737304688
2015-06-24,180.97000122070312,179.38999938964844,180.55999755859375,179.41000366210938,4328900.0,157.7119140625
2015-06-25,180.1199951171875,178.58999633789062,180.0500030517578,178.64999389648438,3602700.0,157.0438232421875
2015-06-26,179.8300018310547,178.67999267578125,179.2100067138672,179.1300048828125,4855500.0,157.46571350097656
2015-06-29,178.2100067138672,175.58999633789062,177.60000610351562,175.63999938964844,8888700.0,154.3978271484375
2015-06-30,177.00999450683594,175.4499969482422,177.0,175.82000732421875,9149800.0,154.5560760498047
2015-07-01,177.82000732421875,176.5800018310547,177.57000732421875,177.39999389648438,4135100.0,155.9449462890625
2015-07-02,178.0500030517578,176.64999389648438,177.7899932861328,177.0500030517578,4008600.0,155.63731384277344
2015-07-06,177.13999938964844,175.33999633789062,175.58999633789062,176.67999267578125,3748700.0,155.31199645996094
2015-07-07,177.72999572753906,174.44000244140625,176.8800048828125,177.6300048828125,7783800.0,156.14712524414062
2015-07-08,176.44000244140625,174.77999877929688,176.11000061035156,175.0,6849400.0,153.835205078125
2015-07-09,177.47000122070312,175.2100067138672,177.14999389648438,175.25999450683594,4581400.0,154.0637664794922
2015-07-10,177.8000030517578,176.6199951171875,177.22000122070312,177.41000366210938,4504400.0,155.95376586914062
2015-07-13,179.6999969482422,178.8000030517578,178.8300018310547,179.60000610351562,3873800.0,157.8788299560547
2015-07-14,180.5399932861328,179.30999755859375,179.4499969482422,180.3300018310547,2757100.0,158.52064514160156
2015-07-15,180.72000122070312,179.89999389648438,180.32000732421875,180.33999633789062,3407900.0,158.529296875
2015-07-16,181.25,180.5,181.1999969482422,181.07000732421875,2495100.0,159.1710968017578
2015-07-17,180.6199951171875,180.00999450683594,180.49000549316406,180.5399932861328,2762300.0,158.85610961914062
2015-07-20,181.10000610351562,180.36000061035156,180.9499969482422,180.69000244140625,2961600.0,158.98800659179688
2015-07-21,179.7100067138672,178.42999267578125,179.69000244140625,178.97000122070312,5026700.0,157.474609375
2015-07-22,178.9199981689453,177.83999633789062,178.42999267578125,178.3000030517578,3811500.0,156.88510131835938
2015-07-23,178.3300018310547,176.8300018310547,178.3300018310547,177.16000366210938,4968600.0,155.88204956054688
2015-07-24,177.25,175.30999755859375,177.22999572753906,175.52000427246094,4591300.0,154.43902587890625
2015-07-27,174.77999877929688,173.77999877929688,174.47000122070312,174.22999572753906,5370200.0,153.30389404296875
2015-07-28,176.27999877929688,174.3000030517578,174.86000061035156,176.11000061035156,5625900.0,154.95811462402344
2015-07-29,177.55999755859375,176.1699981689453,176.3300018310547,177.25999450683594,4175900.0,155.97003173828125
2015-07-30,177.38999938964844,176.1300048828125,177.0399932861328,177.22000122070312,3659000.0,155.93484497070312
2015-07-31,177.72999572753906,176.49000549316406,177.6699981689453,176.67999267578125,4483800.0,155.45973205566406
2015-08-03,176.8699951171875,174.74000549316406,176.82000732421875,175.75,4530500.0,154.64134216308594
2015-08-04,176.1300048828125,174.8300018310547,175.7899932861328,175.32000732421875,4055700.0,154.26303100585938
2015-08-05,176.52000427246094,175.02999877929688,175.83999633789062,175.36000061035156,4565500.0,154.2982177734375
2015-08-06,175.64999389648438,173.64999389648438,175.47999572753906,174.22000122070312,5374100.0,153.29518127441406
2015-08-07,174.1199951171875,172.8000030517578,173.88999938964844,173.83999633789062,6158400.0,152.96083068847656
2015-08-10,176.32000732421875,174.8000030517578,174.8000030517578,176.19000244140625,4504000.0,155.02845764160156
2015-08-11,174.88999938964844,173.5800018310547,174.58999633789062,174.11000061035156,6761100.0,153.19834899902344
2015-08-12,174.39999389648438,171.39999389648438,172.8300018310547,174.2100067138672,8825600.0,153.28640747070312
2015-08-13,174.97000122070312,173.5500030517578,173.99000549316406,174.30999755859375,6562700.0,153.37435913085938
2015-08-14,175.0800018310547,174.05999755859375,174.1699981689453,174.89999389648438,3512200.0,153.89346313476562
2015-08-17,175.72999572753906,173.6199951171875,174.24000549316406,175.6999969482422,4055400.0,154.59742736816406
2015-08-18,175.92999267578125,175.0800018310547,175.27999877929688,175.3300018310547,4050400.0,154.27183532714844
2015-08-19,175.49000549316406,173.1199951171875,174.3300018310547,173.74000549316406,10988700.0,152.87281799316406
2015-08-20,172.5500030517578,170.22000122070312,172.25,170.22000122070312,12317200.0,149.77552795410156
2015-08-21,168.6699981689453,164.41000366210938,167.7899932861328,164.41000366210938,18858700.0,145.13233947753906
2015-08-24,163.4499969482422,150.57000732421875,155.89999389648438,158.3800048828125,35102400.0,139.80943298339844
2015-08-25,163.67999267578125,156.2899932861328,163.3300018310547,156.49000549316406,19357000.0,138.14096069335938
2015-08-26,162.89999389648438,157.6699981689453,160.38999938964844,162.66000366210938,19884300.0,143.58755493164062
2015-08-27,166.49000549316406,163.0399932861328,164.86000061035156,166.4499969482422,15223700.0,146.93312072753906
2015-08-28,166.6199951171875,165.24000549316406,165.72000122070312,166.3300018310547,8115700.0,146.8271484375
2015-08-31,166.17999267578125,164.32000732421875,165.35000610351562,165.17999267578125,6363700.0,145.8119659423828
2015-09-01,162.6199951171875,159.74000549316406,161.39999389648438,160.4600067138672,14266900.0,141.6455078125
2015-09-02,163.47999572753906,161.2899932861328,162.92999267578125,163.4600067138672,8260600.0,144.29373168945312
2015-09-03,165.49000549316406,163.1300048828125,164.3300018310547,163.6699981689453,8023700.0,144.47914123535156
2015-09-04,161.9499969482422,160.24000549316406,161.4199981689453,160.97000122070312,8651100.0,142.09561157226562
