ID,Date Created,Action,Size,Symbol,Order Price,Type,Status,Fill Price,Fill/Cancelled Date
108,2020-05-11,BUY,100,IVV,293.45001220703125,MKT,FILLED,293.45001220703125,2020-05-11
109,2020-05-11,SELL,100,IVV,296.38451232910154,LMT,FILLED,296.38451232910154,2020-05-18
110,2020-05-12,BUY,100,IVV,287.4700012207031,MKT,FILLED,287.4700012207031,2020-05-12
111,2020-05-12,SELL,100,IVV,290.34470123291015,LMT,FILLED,297.989990234375,2020-05-20
112,2020-05-13,BUY,100,IVV,282.5400085449219,MKT,FILLED,282.5400085449219,2020-05-13
113,2020-05-13,SELL,100,IVV,285.3654086303711,LMT,FILLED,285.3654086303711,2020-05-14
114,2020-05-14,BUY,100,IVV,285.9200134277344,MKT,FILLED,285.9200134277344,2020-05-14
115,2020-05-14,SELL,100,IVV,288.7792135620117,LMT,FILLED,296.4100036621094,2020-05-22
116,2020-05-15,BUY,100,IVV,287.1600036621094,MKT,FILLED,287.1600036621094,2020-05-15
117,2020-05-15,SELL,100,IVV,290.03160369873046,LMT,FILLED,300.1700134277344,2020-05-26
118,2020-05-18,BUY,100,IVV,296.0400085449219,MKT,FILLED,296.0400085449219,2020-05-18
119,2020-05-18,SELL,100,IVV,299.0004086303711,LMT,FILLED,304.54998779296875,2020-05-27
120,2020-05-19,BUY,100,IVV,292.989990234375,MKT,FILLED,292.989990234375,2020-05-19
121,2020-05-19,SELL,100,IVV,295.9198901367188,LMT,FILLED,295.9198901367188,2020-05-21
122,2020-05-20,BUY,100,IVV,297.989990234375,MKT,FILLED,297.989990234375,2020-05-20
123,2020-05-20,SELL,100,IVV,300.96989013671873,LMT,FILLED,300.96989013671873,2020-05-26
124,2020-05-21,BUY,100,IVV,295.80999755859375,MKT,FILLED,295.80999755859375,2020-05-21
125,2020-05-21,SELL,100,IVV,298.7680975341797,LMT,FILLED,298.7680975341797,2020-05-27
126,2020-05-22,BUY,100,IVV,296.4100036621094,MKT,FILLED,296.4100036621094,2020-05-22
127,2020-05-22,SELL,100,IVV,299.3741036987305,LMT,FILLED,299.3741036987305,2020-05-27
128,2020-05-26,BUY,100,IVV,300.1700134277344,MKT,FILLED,300.1700134277344,2020-05-26
129,2020-05-26,SELL,100,IVV,303.17171356201175,LMT,FILLED,303.17171356201175,2020-05-27
130,2020-05-27,BUY,100,IVV,304.54998779296875,MKT,FILLED,304.54998779296875,2020-05-27
131,2020-05-27,SELL,100,IVV,307.5954876708984,LMT,FILLED,307.5954876708984,2020-05-28
132,2020-05-28,BUY,100,IVV,303.95001220703125,MKT,FILLED,303.95001220703125,2020-05-28
133,2020-05-28,SELL,100,IVV,306.98951232910156,LMT,FILLED,306.98951232910156,2020-06-01
134,2020-05-29,BUY,100,IVV,305.17999267578125,MKT,FILLED,305.17999267578125,2020-05-29
135,2020-05-29,SELL,100,IVV,308.2317926025391,LMT,FILLED,308.2317926025391,2020-06-02
136,2020-06-01,BUY,100,IVV,306.67999267578125,MKT,FILLED,306.67999267578125,2020-06-01
137,2020-06-01,SELL,100,IVV,309.7467926025391,LMT,FILLED,322.010009765625,2020-06-09
138,2020-06-02,BUY,100,IVV,309.2300109863281,MKT,FILLED,309.2300109863281,2020-06-02
139,2020-06-02,SELL,100,IVV,312.3223110961914,LMT,FILLED,312.3223110961914,2020-06-03
140,2020-06-03,BUY,100,IVV,313.3900146484375,MKT,FILLED,313.3900146484375,2020-06-03
141,2020-06-03,SELL,100,IVV,316.5239147949219,LMT,FILLED,301.5899963378906,2020-06-11
142,2020-06-04,BUY,100,IVV,312.3399963378906,MKT,FILLED,312.3399963378906,2020-06-04
143,2020-06-04,SELL,100,IVV,315.46339630126954,LMT,FILLED,305.3599853515625,2020-06-12
144,2020-06-05,BUY,100,IVV,320.4800109863281,MKT,FILLED,320.4800109863281,2020-06-05
145,2020-06-05,SELL,100,IVV,323.6848110961914,LMT,FILLED,323.6848110961914,2020-06-08
146,2020-06-08,BUY,100,IVV,324.3999938964844,MKT,FILLED,324.3999938964844,2020-06-08
147,2020-06-08,SELL,100,IVV,327.64399383544924,LMT,FILLED,312.7900085449219,2020-06-16
148,2020-06-09,BUY,100,IVV,322.010009765625,MKT,FILLED,322.010009765625,2020-06-09
149,2020-06-09,SELL,100,IVV,325.23010986328126,LMT,FILLED,311.3800048828125,2020-06-17
150,2020-06-10,BUY,100,IVV,320.1099853515625,MKT,FILLED,320.1099853515625,2020-06-10
151,2020-06-10,SELL,100,IVV,323.31108520507814,LMT,FILLED,311.6199951171875,2020-06-18
152,2020-06-11,BUY,100,IVV,301.5899963378906,MKT,FILLED,301.5899963378906,2020-06-11
153,2020-06-11,SELL,100,IVV,304.6058963012695,LMT,FILLED,304.6058963012695,2020-06-12
154,2020-06-12,BUY,100,IVV,305.3599853515625,MKT,FILLED,305.3599853515625,2020-06-12
155,2020-06-12,SELL,100,IVV,308.4135852050781,LMT,FILLED,308.4135852050781,2020-06-16
156,2020-06-15,BUY,100,IVV,306.8900146484375,MKT,FILLED,306.8900146484375,2020-06-15
157,2020-06-15,SELL,100,IVV,309.9589147949219,LMT,FILLED,309.9589147949219,2020-06-16
158,2020-06-16,BUY,100,IVV,312.7900085449219,MKT,FILLED,312.7900085449219,2020-06-16
159,2020-06-16,SELL,100,IVV,315.9179086303711,LMT,FILLED,305.29998779296875,2020-06-24
160,2020-06-17,BUY,100,IVV,311.3800048828125,MKT,FILLED,311.3800048828125,2020-06-17
161,2020-06-17,SELL,100,IVV,314.4938049316406,LMT,FILLED,314.4938049316406,2020-06-19
162,2020-06-18,BUY,100,IVV,311.6199951171875,MKT,FILLED,311.6199951171875,2020-06-18
163,2020-06-18,SELL,100,IVV,314.7361950683594,LMT,FILLED,314.7361950683594,2020-06-19
164,2020-06-19,BUY,100,IVV,309.7200012207031,MKT,FILLED,309.7200012207031,2020-06-19
165,2020-06-19,SELL,100,IVV,312.8172012329102,LMT,FILLED,305.6600036621094,2020-06-29
166,2020-06-22,BUY,100,IVV,311.94000244140625,MKT,FILLED,311.94000244140625,2020-06-22
167,2020-06-22,SELL,100,IVV,315.0594024658203,LMT,FILLED,315.0594024658203,2020-06-23
168,2020-06-23,BUY,100,IVV,313.2099914550781,MKT,FILLED,313.2099914550781,2020-06-23
169,2020-06-23,SELL,100,IVV,316.3420913696289,LMT,FILLED,311.80999755859375,2020-07-01
170,2020-06-24,BUY,100,IVV,305.29998779296875,MKT,FILLED,305.29998779296875,2020-06-24
171,2020-06-24,SELL,100,IVV,308.3529876708984,LMT,FILLED,308.3529876708984,2020-06-25
172,2020-06-25,BUY,100,IVV,308.5,MKT,FILLED,308.5,2020-06-25
173,2020-06-25,SELL,100,IVV,311.585,LMT,FILLED,311.585,2020-07-01
174,2020-06-26,BUY,100,IVV,301.1400146484375,MKT,FILLED,301.1400146484375,2020-06-26
175,2020-06-26,SELL,100,IVV,304.1514147949219,LMT,FILLED,304.1514147949219,2020-06-29
176,2020-06-29,BUY,100,IVV,305.6600036621094,MKT,FILLED,305.6600036621094,2020-06-29
177,2020-06-29,SELL,100,IVV,308.71660369873047,LMT,FILLED,308.71660369873047,2020-06-30
178,2020-06-30,BUY,100,IVV,309.69000244140625,MKT,FILLED,309.69000244140625,2020-06-30
179,2020-06-30,SELL,100,IVV,312.78690246582033,LMT,FILLED,312.78690246582033,2020-07-01
180,2020-07-01,BUY,100,IVV,311.80999755859375,MKT,FILLED,311.80999755859375,2020-07-01
181,2020-07-01,SELL,100,IVV,314.9280975341797,LMT,FILLED,314.9280975341797,2020-07-02
182,2020-07-02,BUY,100,IVV,313.45001220703125,MKT,FILLED,313.45001220703125,2020-07-02
183,2020-07-02,SELL,100,IVV,316.5845123291016,LMT,FILLED,316.5845123291016,2020-07-07
184,2020-07-06,BUY,100,IVV,318.260009765625,MKT,FILLED,318.260009765625,2020-07-06
185,2020-07-06,SELL,100,IVV,321.44260986328123,LMT,FILLED,321.44260986328123,2020-07-13
186,2020-07-07,BUY,100,IVV,314.9800109863281,MKT,FILLED,314.9800109863281,2020-07-07
187,2020-07-07,SELL,100,IVV,318.1298110961914,LMT,FILLED,318.1298110961914,2020-07-09
188,2020-07-08,BUY,100,IVV,317.3299865722656,MKT,FILLED,317.3299865722656,2020-07-08
189,2020-07-08,SELL,100,IVV,320.50328643798827,LMT,FILLED,320.50328643798827,2020-07-13
190,2020-07-09,BUY,100,IVV,315.7200012207031,MKT,FILLED,315.7200012207031,2020-07-09
191,2020-07-09,SELL,100,IVV,318.8772012329102,LMT,FILLED,318.8772012329102,2020-07-10
192,2020-07-10,BUY,100,IVV,318.8999938964844,MKT,FILLED,318.8999938964844,2020-07-10
193,2020-07-10,SELL,100,IVV,322.08899383544923,LMT,FILLED,322.08899383544923,2020-07-13
194,2020-07-13,BUY,100,IVV,316.07000732421875,MKT,FILLED,316.07000732421875,2020-07-13
195,2020-07-13,SELL,100,IVV,319.23070739746095,LMT,FILLED,319.23070739746095,2020-07-14
196,2020-07-14,BUY,100,IVV,320.1700134277344,MKT,FILLED,320.1700134277344,2020-07-14
197,2020-07-14,SELL,100,IVV,323.37171356201173,LMT,FILLED,323.37171356201173,2020-07-15
198,2020-07-15,BUY,100,IVV,323.1600036621094,MKT,FILLED,323.1600036621094,2020-07-15
199,2020-07-15,SELL,100,IVV,326.3916036987305,LMT,FILLED,326.3916036987305,2020-07-21
200,2020-07-16,BUY,100,IVV,322.0400085449219,MKT,FILLED,322.0400085449219,2020-07-16
201,2020-07-16,SELL,100,IVV,325.2604086303711,LMT,FILLED,325.2604086303711,2020-07-20
202,2020-07-17,BUY,100,IVV,322.989990234375,MKT,FILLED,322.989990234375,2020-07-17
203,2020-07-17,SELL,100,IVV,326.21989013671873,LMT,FILLED,326.21989013671873,2020-07-20
204,2020-07-20,BUY,100,IVV,325.6600036621094,MKT,FILLED,325.6600036621094,2020-07-20
205,2020-07-20,SELL,100,IVV,328.91660369873046,LMT,FILLED,328.91660369873046,2020-07-22
206,2020-07-21,BUY,100,IVV,326.25,MKT,FILLED,326.25,2020-07-21
207,2020-07-21,SELL,100,IVV,329.5125,LMT,FILLED,329.5125,2020-07-22
208,2020-07-22,BUY,100,IVV,328.1700134277344,MKT,FILLED,328.1700134277344,2020-07-22
209,2020-07-22,SELL,100,IVV,331.4517135620117,LMT,FILLED,325.260009765625,2020-07-30
210,2020-07-23,BUY,100,IVV,324.20001220703125,MKT,FILLED,324.20001220703125,2020-07-23
211,2020-07-23,SELL,100,IVV,327.44201232910154,LMT,FILLED,327.82000732421875,2020-07-31
212,2020-07-24,BUY,100,IVV,322.1300048828125,MKT,FILLED,322.1300048828125,2020-07-24
213,2020-07-24,SELL,100,IVV,325.35130493164064,LMT,FILLED,325.35130493164064,2020-07-29
214,2020-07-27,BUY,100,IVV,324.5,MKT,FILLED,324.5,2020-07-27
215,2020-07-27,SELL,100,IVV,327.745,LMT,FILLED,327.745,2020-07-31
216,2020-07-28,BUY,100,IVV,322.5,MKT,FILLED,322.5,2020-07-28
217,2020-07-28,SELL,100,IVV,325.725,LMT,FILLED,325.725,2020-07-29
