Date,Cash,Num Shares,Share total Value,Total Port Value
2018-09-07,99321.99609375,0,0.0,99321.99609375
2018-09-10,99321.99609375,0,0.0,99321.99609375
2018-09-11,99321.99609375,0,0.0,99321.99609375
2018-09-12,99321.99609375,0,0.0,99321.99609375
2018-09-13,99321.99609375,0,0.0,99321.99609375
2018-09-14,99321.99609375,0,0.0,99321.99609375
2018-09-17,99321.99609375,0,0.0,99321.99609375
2018-09-18,99321.99609375,0,0.0,99321.99609375
2018-09-19,99321.99609375,0,0.0,99321.99609375
2018-09-20,99321.99609375,0,0.0,99321.99609375
2018-09-21,99321.99609375,0,0.0,99321.99609375
2018-09-24,99321.99609375,0,0.0,99321.99609375
2018-09-25,99321.99609375,0,0.0,99321.99609375
2018-09-26,99321.99609375,0,0.0,99321.99609375
2018-09-27,99321.99609375,0,0.0,99321.99609375
2018-09-28,99321.99609375,0,0.0,99321.99609375
2018-10-01,99321.99609375,0,0.0,99321.99609375
2018-10-02,99321.99609375,0,0.0,99321.99609375
2018-10-03,99321.99609375,0,0.0,99321.99609375
2018-10-04,99321.99609375,0,0.0,99321.99609375
2018-10-05,99321.99609375,0,0.0,99321.99609375
2018-10-08,99321.99609375,0,0.0,99321.99609375
2018-10-09,99321.99609375,0,0.0,99321.99609375
2018-10-10,99321.99609375,0,0.0,99321.99609375
2018-10-11,99321.99609375,0,0.0,99321.99609375
2018-10-12,99321.99609375,0,0.0,99321.99609375
2018-10-15,99321.99609375,0,0.0,99321.99609375
2018-10-16,127583.99560546875,-100,-28261.99951171875,99321.99609375
2018-10-17,128425.85583496094,-100,-28255.999755859375,100169.85607910156
2018-10-18,128868.53704833984,-100,-27851.0009765625,101017.53607177734
2018-10-19,129680.0650024414,-100,-27826.998901367195,101853.06610107422
2018-10-22,130409.87619018555,-100,-27722.000122070305,102687.87606811523
2018-10-23,131076.53680419922,-100,-27557.000732421875,103519.53607177734
2018-10-24,131060.24755859375,-100,-26714.00146484375,104346.24609375
2018-10-25,158262.24645996094,-200,-54403.99780273439,103858.24865722655
2018-10-26,158586.30813598633,-200,-53420.00122070311,105166.30691528322
2018-10-29,185147.30667114258,-300,-79682.99560546875,105464.31106567383
2018-10-30,212133.30520629883,-400,-107943.994140625,104189.31106567383
2018-10-31,239409.30618286133,-500,-136380.0048828125,103029.30130004883
2018-11-01,239409.30618286133,-500,-137710.00671386722,101699.29946899411
2018-11-02,266798.3076477051,-600,-164334.0087890625,102464.29885864258
2018-11-05,239241.3069152832,-500,-137785.00366210938,101456.30325317383
2018-11-06,211525.30654907227,-400,-110864.00146484378,100661.30508422849
2018-11-07,154899.30557250977,-200,-56626.0009765625,98273.30459594727
2018-11-08,98395.30776977539,0,0.0,98395.30776977539
2018-11-09,70399.30862426758,100,27995.999145507805,98395.30776977539
2018-11-12,42948.30764770508,200,54902.001953125,97850.30960083008
2018-11-13,42948.30764770508,200,54821.9970703125,97770.30471801758
2018-11-14,42948.30764770508,200,54441.99829101561,97390.30593872069
2018-11-15,70444.30679321289,100,27495.999145507805,97940.3059387207
2018-11-16,98018.30581665039,0,0.0,98018.30581665039
2018-11-19,98018.30581665039,0,0.0,98018.30581665039
2018-11-20,124628.30642700195,-100,-26610.000610351555,98018.30581665039
2018-11-21,151324.30557250977,-200,-53391.99829101561,97932.30728149416
2018-11-23,177855.30532836914,-300,-79592.99926757811,98262.30606079103
2018-11-26,204802.30545043945,-400,-107788.00048828122,97014.30496215823
2018-11-27,204802.30545043945,-400,-108128.0029296875,96674.30252075195
2018-11-28,204802.30545043945,-400,-110652.001953125,94150.30349731445
2018-11-29,177195.30471801758,-300,-82821.00219726562,94374.30252075195
2018-11-30,123256.71459960938,-100,-27800.0,95456.71459960938
2018-12-03,95119.71508789062,0,0.0,95119.71508789062
2018-12-04,67866.71520996094,100,27252.999877929695,95119.71508789062
2018-12-06,40684.71447753906,200,54364.00146484375,95048.71594238281
2018-12-07,14124.713867187507,300,79680.00183105467,93804.71569824219
2018-12-10,40724.71386718751,200,53200.0,93924.7138671875
2018-12-11,41527.71264648438,200,53209.99755859375,94737.71020507812
2018-12-12,42469.862854003906,200,53497.998046875,95967.8609008789
2018-12-13,69971.33184814453,100,26723.9990234375,96695.33087158203
2018-12-14,96529.05157470703,0,0.0,96529.05157470703
2018-12-17,122206.25094604492,-100,-25564.99938964844,96641.25155639648
2018-12-18,122970.20104980469,-100,-25561.99951171875,97408.20153808594
2018-12-19,123349.0620727539,-100,-25174.00054931641,98175.0615234375
2018-12-20,123673.28080749512,-100,-24742.999267578125,98930.28153991699
2018-12-21,123907.5721282959,-100,-24235.00061035156,99672.57151794434
2018-12-24,147516.57176208496,-200,-47217.999267578125,100298.57249450684
2018-12-26,172283.5715789795,-300,-74300.9994506836,97982.5721282959
2018-12-27,197289.57133483887,-400,-100023.99902343749,97265.57231140138
2018-12-28,222222.57151794434,-500,-124665.00091552734,97557.57060241699
2018-12-31,247383.5715789795,-600,-150966.00036621097,96417.57121276853
2019-01-02,247383.5715789795,-600,-151032.00073242188,96351.57084655762
2019-01-03,247383.5715789795,-600,-147257.99560546875,100125.57597351074
2019-01-04,221977.57182312012,-500,-127029.99877929686,94947.57304382326
2019-01-07,196400.57139587402,-400,-102308.00170898436,94092.56968688966
2019-01-08,144742.56968688965,-200,-51658.00170898439,93084.56797790526
2019-01-09,92844.57164001465,0,0.0,92844.57164001465
2019-01-10,66793.57066345215,100,26051.0009765625,92844.57164001465
2019-01-11,94087.91102600098,0,0.0,94087.91102600098
2019-01-14,94087.91102600098,0,0.0,94087.91102600098
2019-01-15,94087.91102600098,0,0.0,94087.91102600098
2019-01-16,94087.91102600098,0,0.0,94087.91102600098
2019-01-17,94087.91102600098,0,0.0,94087.91102600098
2019-01-18,94087.91102600098,0,0.0,94087.91102600098
2019-01-22,94087.91102600098,0,0.0,94087.91102600098
2019-01-23,94087.91102600098,0,0.0,94087.91102600098
2019-01-24,94087.91102600098,0,0.0,94087.91102600098
2019-01-25,94087.91102600098,0,0.0,94087.91102600098
2019-01-28,94087.91102600098,0,0.0,94087.91102600098
2019-01-29,94087.91102600098,0,0.0,94087.91102600098
2019-01-30,94087.91102600098,0,0.0,94087.91102600098
2019-01-31,94087.91102600098,0,0.0,94087.91102600098
2019-02-01,94087.91102600098,0,0.0,94087.91102600098
2019-02-04,94087.91102600098,0,0.0,94087.91102600098
2019-02-05,94087.91102600098,0,0.0,94087.91102600098
2019-02-06,94087.91102600098,0,0.0,94087.91102600098
2019-02-07,94087.91102600098,0,0.0,94087.91102600098
2019-02-08,94087.91102600098,0,0.0,94087.91102600098
2019-02-11,94087.91102600098,0,0.0,94087.91102600098
2019-02-12,94087.91102600098,0,0.0,94087.91102600098
2019-02-13,94087.91102600098,0,0.0,94087.91102600098
2019-02-14,94087.91102600098,0,0.0,94087.91102600098
2019-02-15,94087.91102600098,0,0.0,94087.91102600098
2019-02-19,94087.91102600098,0,0.0,94087.91102600098
2019-02-20,94087.91102600098,0,0.0,94087.91102600098
2019-02-21,94087.91102600098,0,0.0,94087.91102600098
2019-02-22,94087.91102600098,0,0.0,94087.91102600098
2019-02-25,94087.91102600098,0,0.0,94087.91102600098
2019-02-26,94087.91102600098,0,0.0,94087.91102600098
2019-02-27,94087.91102600098,0,0.0,94087.91102600098
2019-02-28,94087.91102600098,0,0.0,94087.91102600098
2019-03-01,94087.91102600098,0,0.0,94087.91102600098
2019-03-04,94087.91102600098,0,0.0,94087.91102600098
2019-03-05,94087.91102600098,0,0.0,94087.91102600098
2019-03-06,94087.91102600098,0,0.0,94087.91102600098
2019-03-07,94087.91102600098,0,0.0,94087.91102600098
2019-03-08,94087.91102600098,0,0.0,94087.91102600098
2019-03-11,94087.91102600098,0,0.0,94087.91102600098
2019-03-12,94087.91102600098,0,0.0,94087.91102600098
2019-03-13,94087.91102600098,0,0.0,94087.91102600098
2019-03-14,94087.91102600098,0,0.0,94087.91102600098
2019-03-15,94087.91102600098,0,0.0,94087.91102600098
2019-03-18,94087.91102600098,0,0.0,94087.91102600098
2019-03-19,94087.91102600098,0,0.0,94087.91102600098
2019-03-20,94087.91102600098,0,0.0,94087.91102600098
2019-03-21,94087.91102600098,0,0.0,94087.91102600098
2019-03-22,94087.91102600098,0,0.0,94087.91102600098
2019-03-25,94087.91102600098,0,0.0,94087.91102600098
2019-03-26,94087.91102600098,0,0.0,94087.91102600098
2019-03-27,94087.91102600098,0,0.0,94087.91102600098
2019-03-28,94087.91102600098,0,0.0,94087.91102600098
2019-03-29,94087.91102600098,0,0.0,94087.91102600098
2019-04-01,94087.91102600098,0,0.0,94087.91102600098
2019-04-02,94087.91102600098,0,0.0,94087.91102600098
2019-04-03,94087.91102600098,0,0.0,94087.91102600098
2019-04-04,94087.91102600098,0,0.0,94087.91102600098
2019-04-05,94087.91102600098,0,0.0,94087.91102600098
2019-04-08,94087.91102600098,0,0.0,94087.91102600098
2019-04-09,94087.91102600098,0,0.0,94087.91102600098
2019-04-10,94087.91102600098,0,0.0,94087.91102600098
2019-04-11,94087.91102600098,0,0.0,94087.91102600098
2019-04-12,94087.91102600098,0,0.0,94087.91102600098
2019-04-15,94087.91102600098,0,0.0,94087.91102600098
2019-04-16,94087.91102600098,0,0.0,94087.91102600098
2019-04-17,94087.91102600098,0,0.0,94087.91102600098
2019-04-18,94087.91102600098,0,0.0,94087.91102600098
2019-04-22,94087.91102600098,0,0.0,94087.91102600098
2019-04-23,94087.91102600098,0,0.0,94087.91102600098
2019-04-24,94087.91102600098,0,0.0,94087.91102600098
2019-04-25,94087.91102600098,0,0.0,94087.91102600098
2019-04-26,94087.91102600098,0,0.0,94087.91102600098
2019-04-29,94087.91102600098,0,0.0,94087.91102600098
2019-04-30,94087.91102600098,0,0.0,94087.91102600098
2019-05-01,94087.91102600098,0,0.0,94087.91102600098
2019-05-02,94087.91102600098,0,0.0,94087.91102600098
2019-05-03,94087.91102600098,0,0.0,94087.91102600098
2019-05-06,94087.91102600098,0,0.0,94087.91102600098
2019-05-07,94087.91102600098,0,0.0,94087.91102600098
2019-05-08,94087.91102600098,0,0.0,94087.91102600098
2019-05-09,94087.91102600098,0,0.0,94087.91102600098
2019-05-10,94087.91102600098,0,0.0,94087.91102600098
2019-05-13,94087.91102600098,0,0.0,94087.91102600098
2019-05-14,94087.91102600098,0,0.0,94087.91102600098
2019-05-15,94087.91102600098,0,0.0,94087.91102600098
2019-05-16,94087.91102600098,0,0.0,94087.91102600098
2019-05-17,94087.91102600098,0,0.0,94087.91102600098
2019-05-20,94087.91102600098,0,0.0,94087.91102600098
2019-05-21,94087.91102600098,0,0.0,94087.91102600098
2019-05-22,94087.91102600098,0,0.0,94087.91102600098
2019-05-23,94087.91102600098,0,0.0,94087.91102600098
2019-05-24,94087.91102600098,0,0.0,94087.91102600098
2019-05-28,94087.91102600098,0,0.0,94087.91102600098
2019-05-29,94087.91102600098,0,0.0,94087.91102600098
2019-05-30,94087.91102600098,0,0.0,94087.91102600098
2019-05-31,94087.91102600098,0,0.0,94087.91102600098
2019-06-03,94087.91102600098,0,0.0,94087.91102600098
2019-06-04,94087.91102600098,0,0.0,94087.91102600098
2019-06-05,94087.91102600098,0,0.0,94087.91102600098
2019-06-06,94087.91102600098,0,0.0,94087.91102600098
2019-06-07,94087.91102600098,0,0.0,94087.91102600098
2019-06-10,94087.91102600098,0,0.0,94087.91102600098
2019-06-11,94087.91102600098,0,0.0,94087.91102600098
2019-06-12,94087.91102600098,0,0.0,94087.91102600098
2019-06-13,94087.91102600098,0,0.0,94087.91102600098
2019-06-14,94087.91102600098,0,0.0,94087.91102600098
2019-06-17,94087.91102600098,0,0.0,94087.91102600098
2019-06-18,94087.91102600098,0,0.0,94087.91102600098
2019-06-19,94087.91102600098,0,0.0,94087.91102600098
2019-06-20,94087.91102600098,0,0.0,94087.91102600098
2019-06-21,94087.91102600098,0,0.0,94087.91102600098
2019-06-24,94087.91102600098,0,0.0,94087.91102600098
2019-06-25,94087.91102600098,0,0.0,94087.91102600098
2019-06-26,94087.91102600098,0,0.0,94087.91102600098
2019-06-27,94087.91102600098,0,0.0,94087.91102600098
2019-06-28,94087.91102600098,0,0.0,94087.91102600098
2019-07-01,94087.91102600098,0,0.0,94087.91102600098
2019-07-02,94087.91102600098,0,0.0,94087.91102600098
2019-07-03,94087.91102600098,0,0.0,94087.91102600098
2019-07-05,94087.91102600098,0,0.0,94087.91102600098
2019-07-08,94087.91102600098,0,0.0,94087.91102600098
2019-07-09,94087.91102600098,0,0.0,94087.91102600098
2019-07-10,94087.91102600098,0,0.0,94087.91102600098
2019-07-11,94087.91102600098,0,0.0,94087.91102600098
2019-07-12,94087.91102600098,0,0.0,94087.91102600098
2019-07-15,94087.91102600098,0,0.0,94087.91102600098
2019-07-16,94087.91102600098,0,0.0,94087.91102600098
2019-07-17,94087.91102600098,0,0.0,94087.91102600098
2019-07-18,94087.91102600098,0,0.0,94087.91102600098
2019-07-19,94087.91102600098,0,0.0,94087.91102600098
2019-07-22,94087.91102600098,0,0.0,94087.91102600098
2019-07-23,94087.91102600098,0,0.0,94087.91102600098
2019-07-24,94087.91102600098,0,0.0,94087.91102600098
2019-07-25,94087.91102600098,0,0.0,94087.91102600098
2019-07-26,94087.91102600098,0,0.0,94087.91102600098
2019-07-29,94087.91102600098,0,0.0,94087.91102600098
2019-07-30,94087.91102600098,0,0.0,94087.91102600098
2019-07-31,94087.91102600098,0,0.0,94087.91102600098
2019-08-01,94087.91102600098,0,0.0,94087.91102600098
2019-08-02,94087.91102600098,0,0.0,94087.91102600098
2019-08-05,94087.91102600098,0,0.0,94087.91102600098
2019-08-06,123025.91151428223,-100,-28938.00048828125,94087.91102600098
2019-08-07,151991.91188049316,-200,-57932.000732421875,94059.91114807129
2019-08-08,181519.91175842285,-300,-88583.99963378906,92935.91212463379
2019-08-09,182213.7504119873,-300,-88007.99560546875,94205.75480651855
2019-08-12,182738.83158874512,-300,-86942.99926757812,95795.83232116699
2019-08-13,212166.8314666748,-400,-117711.99951171875,94454.83195495605
2019-08-14,183621.671585083,-300,-85680.00183105469,97941.66975402832
2019-08-15,183621.671585083,-300,-85901.99890136719,97719.67268371582
2019-08-16,212679.67024230957,-400,-116231.99462890625,96447.67561340332
2019-08-19,212679.67024230957,-400,-117628.0029296875,95051.66731262207
2019-08-20,183500.66938781738,-300,-87537.00256347656,95963.66682434082
2019-08-21,183500.66938781738,-300,-88253.99780273438,95246.67158508301
2019-08-22,154093.6686553955,-200,-58814.00146484375,95279.66719055176
2019-08-23,154093.6686553955,-200,-57294.000244140625,96799.66841125488
2019-08-26,125127.66828918457,-100,-28966.000366210938,96161.66792297363
2019-08-27,125127.66828918457,-100,-28854.998779296875,96272.6695098877
2019-08-28,125127.66828918457,-100,-29050.0,96077.66828918457
2019-08-29,125127.66828918457,-100,-29427.999877929688,95699.66841125488
2019-08-30,125127.66828918457,-100,-29426.998901367188,95700.66938781738
2019-09-03,95886.66792297363,0,0.0,95886.66792297363
2019-09-04,95886.66792297363,0,0.0,95886.66792297363
2019-09-05,95886.66792297363,0,0.0,95886.66792297363
2019-09-06,95886.66792297363,0,0.0,95886.66792297363
2019-09-09,95886.66792297363,0,0.0,95886.66792297363
2019-09-10,95886.66792297363,0,0.0,95886.66792297363
2019-09-11,95886.66792297363,0,0.0,95886.66792297363
2019-09-12,95886.66792297363,0,0.0,95886.66792297363
2019-09-13,95886.66792297363,0,0.0,95886.66792297363
2019-09-16,95886.66792297363,0,0.0,95886.66792297363
2019-09-17,95886.66792297363,0,0.0,95886.66792297363
2019-09-18,95886.66792297363,0,0.0,95886.66792297363
2019-09-19,95886.66792297363,0,0.0,95886.66792297363
2019-09-20,95886.66792297363,0,0.0,95886.66792297363
2019-09-23,95886.66792297363,0,0.0,95886.66792297363
2019-09-24,95886.66792297363,0,0.0,95886.66792297363
2019-09-25,95886.66792297363,0,0.0,95886.66792297363
2019-09-26,95886.66792297363,0,0.0,95886.66792297363
2019-09-27,95886.66792297363,0,0.0,95886.66792297363
2019-09-30,95886.66792297363,0,0.0,95886.66792297363
2019-10-01,95886.66792297363,0,0.0,95886.66792297363
2019-10-02,95886.66792297363,0,0.0,95886.66792297363
2019-10-03,95886.66792297363,0,0.0,95886.66792297363
2019-10-04,95886.66792297363,0,0.0,95886.66792297363
2019-10-07,95886.66792297363,0,0.0,95886.66792297363
2019-10-08,95886.66792297363,0,0.0,95886.66792297363
2019-10-09,95886.66792297363,0,0.0,95886.66792297363
2019-10-10,95886.66792297363,0,0.0,95886.66792297363
2019-10-11,95886.66792297363,0,0.0,95886.66792297363
2019-10-14,95886.66792297363,0,0.0,95886.66792297363
2019-10-15,95886.66792297363,0,0.0,95886.66792297363
2019-10-16,95886.66792297363,0,0.0,95886.66792297363
2019-10-17,95886.66792297363,0,0.0,95886.66792297363
2019-10-18,95886.66792297363,0,0.0,95886.66792297363
2019-10-21,95886.66792297363,0,0.0,95886.66792297363
2019-10-22,95886.66792297363,0,0.0,95886.66792297363
2019-10-23,95886.66792297363,0,0.0,95886.66792297363
2019-10-24,95886.66792297363,0,0.0,95886.66792297363
2019-10-25,95886.66792297363,0,0.0,95886.66792297363
2019-10-28,95886.66792297363,0,0.0,95886.66792297363
2019-10-29,95886.66792297363,0,0.0,95886.66792297363
2019-10-30,95886.66792297363,0,0.0,95886.66792297363
2019-10-31,95886.66792297363,0,0.0,95886.66792297363
2019-11-01,95886.66792297363,0,0.0,95886.66792297363
2019-11-04,95886.66792297363,0,0.0,95886.66792297363
2019-11-05,95886.66792297363,0,0.0,95886.66792297363
2019-11-06,95886.66792297363,0,0.0,95886.66792297363
2019-11-07,95886.66792297363,0,0.0,95886.66792297363
2019-11-08,95886.66792297363,0,0.0,95886.66792297363
2019-11-11,95886.66792297363,0,0.0,95886.66792297363
2019-11-12,95886.66792297363,0,0.0,95886.66792297363
2019-11-13,95886.66792297363,0,0.0,95886.66792297363
2019-11-14,95886.66792297363,0,0.0,95886.66792297363
2019-11-15,95886.66792297363,0,0.0,95886.66792297363
2019-11-18,95886.66792297363,0,0.0,95886.66792297363
2019-11-19,95886.66792297363,0,0.0,95886.66792297363
2019-11-20,95886.66792297363,0,0.0,95886.66792297363
2019-11-21,95886.66792297363,0,0.0,95886.66792297363
2019-11-22,95886.66792297363,0,0.0,95886.66792297363
2019-11-25,95886.66792297363,0,0.0,95886.66792297363
2019-11-26,95886.66792297363,0,0.0,95886.66792297363
2019-11-27,95886.66792297363,0,0.0,95886.66792297363
2019-11-29,95886.66792297363,0,0.0,95886.66792297363
2019-12-02,95886.66792297363,0,0.0,95886.66792297363
2019-12-03,95886.66792297363,0,0.0,95886.66792297363
2019-12-04,95886.66792297363,0,0.0,95886.66792297363
2019-12-05,95886.66792297363,0,0.0,95886.66792297363
2019-12-06,95886.66792297363,0,0.0,95886.66792297363
2019-12-09,95886.66792297363,0,0.0,95886.66792297363
2019-12-10,95886.66792297363,0,0.0,95886.66792297363
2019-12-11,95886.66792297363,0,0.0,95886.66792297363
2019-12-12,95886.66792297363,0,0.0,95886.66792297363
2019-12-13,95886.66792297363,0,0.0,95886.66792297363
2019-12-16,95886.66792297363,0,0.0,95886.66792297363
2019-12-17,95886.66792297363,0,0.0,95886.66792297363
2019-12-18,95886.66792297363,0,0.0,95886.66792297363
2019-12-19,95886.66792297363,0,0.0,95886.66792297363
2019-12-20,95886.66792297363,0,0.0,95886.66792297363
2019-12-23,95886.66792297363,0,0.0,95886.66792297363
2019-12-24,95886.66792297363,0,0.0,95886.66792297363
2019-12-26,95886.66792297363,0,0.0,95886.66792297363
2019-12-27,95886.66792297363,0,0.0,95886.66792297363
2019-12-30,95886.66792297363,0,0.0,95886.66792297363
2019-12-31,95886.66792297363,0,0.0,95886.66792297363
2020-01-02,95886.66792297363,0,0.0,95886.66792297363
2020-01-03,95886.66792297363,0,0.0,95886.66792297363
2020-01-06,95886.66792297363,0,0.0,95886.66792297363
2020-01-07,95886.66792297363,0,0.0,95886.66792297363
2020-01-08,95886.66792297363,0,0.0,95886.66792297363
2020-01-09,95886.66792297363,0,0.0,95886.66792297363
2020-01-10,95886.66792297363,0,0.0,95886.66792297363
2020-01-13,95886.66792297363,0,0.0,95886.66792297363
2020-01-14,95886.66792297363,0,0.0,95886.66792297363
2020-01-15,95886.66792297363,0,0.0,95886.66792297363
2020-01-16,95886.66792297363,0,0.0,95886.66792297363
2020-01-17,95886.66792297363,0,0.0,95886.66792297363
2020-01-21,95886.66792297363,0,0.0,95886.66792297363
2020-01-22,95886.66792297363,0,0.0,95886.66792297363
2020-01-23,95886.66792297363,0,0.0,95886.66792297363
2020-01-24,95886.66792297363,0,0.0,95886.66792297363
2020-01-27,95886.66792297363,0,0.0,95886.66792297363
