Date,Cash,Num Shares,Share total Value,Total Port Value
2020-01-28,95886.66792297363,0,0.0,95886.66792297363
2020-01-29,95886.66792297363,0,0.0,95886.66792297363
2020-01-30,95886.66792297363,0,0.0,95886.66792297363
2020-01-31,95886.66792297363,0,0.0,95886.66792297363
2020-02-03,95886.66792297363,0,0.0,95886.66792297363
2020-02-04,95886.66792297363,0,0.0,95886.66792297363
2020-02-05,95886.66792297363,0,0.0,95886.66792297363
2020-02-06,95886.66792297363,0,0.0,95886.66792297363
2020-02-07,95886.66792297363,0,0.0,95886.66792297363
2020-02-10,95886.66792297363,0,0.0,95886.66792297363
2020-02-11,95886.66792297363,0,0.0,95886.66792297363
2020-02-12,95886.66792297363,0,0.0,95886.66792297363
2020-02-13,95886.66792297363,0,0.0,95886.66792297363
2020-02-14,95886.66792297363,0,0.0,95886.66792297363
2020-02-18,95886.66792297363,0,0.0,95886.66792297363
2020-02-19,95886.66792297363,0,0.0,95886.66792297363
2020-02-20,95886.66792297363,0,0.0,95886.66792297363
2020-02-21,95886.66792297363,0,0.0,95886.66792297363
2020-02-24,95886.66792297363,0,0.0,95886.66792297363
2020-02-25,95886.66792297363,0,0.0,95886.66792297363
2020-02-26,127177.66828918457,-100,-31291.000366210938,95886.66792297363
2020-02-27,126696.39707946777,-100,-29870.999145507812,96825.39793395996
2020-02-28,156287.3974456787,-200,-59182.000732421875,97105.39671325684
2020-03-02,129649.25730895996,-100,-31039.999389648438,98609.25791931152
2020-03-03,129690.45790100098,-100,-30150.0,99540.45790100098
2020-03-04,131919.95790100098,-100,-31475.0,100444.95790100098
2020-03-05,162295.95887756348,-200,-60752.001953125,101543.95692443848
2020-03-06,192165.9600982666,-300,-89610.00366210938,102555.95643615723
2020-03-09,190672.05769348145,-300,-82439.99633789062,108232.06135559082
2020-03-10,192971.45765686035,-300,-86864.99633789062,106106.46131896973
2020-03-11,220518.45777893066,-400,-110188.00048828122,110330.45729064944
2020-03-12,193797.86766052246,-300,-74688.00201416016,119109.8656463623
2020-03-13,169648.74700927734,-200,-54309.99755859375,115338.7494506836
2020-03-16,193660.7465209961,-300,-72035.99853515625,121624.74798583984
2020-03-17,195908.10693359375,-300,-76616.99981689453,119291.10711669922
2020-03-18,171135.27699279785,-200,-48233.99963378906,122901.27735900879
2020-03-19,145607.43811035156,-100,-24205.99975585937,121401.43835449219
2020-03-20,145243.6187133789,-100,-23116.000366210938,122127.61834716797
2020-03-23,167708.61810302734,-200,-44929.99877929688,122778.61932373047
2020-03-24,143120.6176147461,-100,-24588.00048828125,118532.61712646484
2020-03-25,193193.2582397461,-300,-74241.00036621094,118952.25787353516
2020-03-26,166956.25872802734,-200,-52473.9990234375,114482.25970458984
2020-03-27,141532.25817871094,-100,-25424.00054931641,116108.25762939453
2020-03-30,115246.98167419434,0,0.0,115246.98167419434
2020-03-31,117614.17088317871,0,0.0,117614.17088317871
2020-04-01,119549.36994934082,0,0.0,119549.36994934082
2020-04-02,94451.77099609375,100,25258.999633789062,119710.77062988281
2020-04-03,95566.54019165039,100,24902.00042724609,120468.54061889648
2020-04-06,68986.54141235352,200,53159.99755859375,122146.53897094727
2020-04-07,69772.93978881836,200,53182.00073242189,122954.94052124025
2020-04-08,69661.67016601562,200,55000.0,124661.67016601562
2020-04-09,70074.67065429688,200,55823.9990234375,125898.66967773438
2020-04-13,71180.02990722656,200,55288.00048828125,126468.03039550781
2020-04-14,99653.3501586914,100,28482.998657226562,128136.34881591797
2020-04-15,71796.34942626953,200,55714.00146484375,127510.35089111328
2020-04-16,72484.06140136719,200,56009.99755859375,128494.05895996094
2020-04-17,43726.062744140625,300,86273.99597167969,130000.05871582031
2020-04-20,44325.212341308594,300,84737.99743652344,129063.20977783203
2020-04-21,46032.59292602539,300,82157.99560546875,128190.58853149414
2020-04-22,74240.17141723633,200,56011.999511718735,130252.17092895506
2020-04-23,75088.35006713867,200,55996.00219726561,131084.3522644043
2020-04-24,75536.29180908203,200,56779.998779296875,132316.2905883789
2020-04-27,104777.99118041992,100,28819.000244140625,133596.99142456055
2020-04-28,76113.98971557617,200,57328.0029296875,133441.99264526367
2020-04-29,76113.98971557617,200,58826.0009765625,134939.99069213867
2020-04-30,46997.989349365234,300,87348.00109863281,134345.99044799805
2020-05-01,46997.989349365234,300,85058.99963378906,132056.9889831543
2020-05-04,18534.988861083984,400,113852.001953125,132386.99081420898
2020-05-05,47851.87936401367,300,86142.00439453125,133993.88375854492
2020-05-06,47851.87936401367,300,85575.0,133426.87936401367
2020-05-07,48369.62887573242,300,86589.00146484375,134958.63034057617
2020-05-08,48369.62887573242,300,88037.99743652344,136407.62631225586
2020-05-11,78328.93966674805,200,58690.00244140625,137018.9421081543
2020-05-12,78328.93966674805,200,57494.000244140625,135822.93991088867
2020-05-13,78328.93966674805,200,56508.001708984375,134836.94137573242
2020-05-14,106920.94100952148,100,28592.001342773438,135512.94235229492
2020-05-15,106920.94100952148,100,28716.000366210938,135636.94137573242
2020-05-18,137146.2922668457,0,0.0,137146.2922668457
2020-05-19,107847.2932434082,100,29298.9990234375,137146.2922668457
2020-05-20,168517.38311767578,-100,-29798.9990234375,138718.38409423828
2020-05-21,138936.3833618164,0,0.0,138936.3833618164
2020-05-22,110122.81237792969,100,29641.000366210938,139763.81274414062
2020-05-26,110636.04141235352,100,30017.001342773438,140653.04275512695
2020-05-27,111098.55401611328,100,30454.998779296875,141553.55279541016
2020-05-28,112072.20153808594,100,30395.001220703125,142467.20275878906
2020-05-29,112861.05352783203,100,30517.999267578125,143379.05279541016
2020-06-01,113626.59350585938,100,30667.999267578125,144294.5927734375
2020-06-02,114291.63165283203,100,30923.001098632812,145214.63275146484
2020-06-03,114803.32131958008,100,31339.00146484375,146142.32278442383
2020-06-04,115848.49319458008,100,31233.999633789062,147082.49282836914
2020-06-05,115971.51171875,100,32048.001098632812,148019.5128173828
2020-06-08,83531.51232910156,200,64879.998779296875,148411.51110839844
2020-06-09,51330.51135253906,300,96603.0029296875,147933.51428222656
2020-06-10,19319.512817382812,400,128043.994140625,147363.5069580078
2020-06-11,-10839.48681640625,500,150794.9981689453,139955.51135253906
2020-06-12,-10311.715728759762,500,152679.99267578125,142368.27694702148
2020-06-15,21140.362762451172,400,122756.005859375,143896.36862182617
2020-06-16,21140.362762451172,400,125116.00341796875,146256.36618041992
2020-06-17,21140.362762451172,400,124552.001953125,145692.36471557617
2020-06-18,83464.36178588867,200,62323.9990234375,145788.36080932617
2020-06-19,84209.2223815918,200,61944.000244140625,146153.22262573242
2020-06-22,54166.382263183594,300,93582.00073242188,147748.38299560547
2020-06-23,85487.3814086914,200,62641.998291015625,148129.37969970703
2020-06-24,116017.38018798828,100,30529.998779296875,146547.37896728516
2020-06-25,146867.38018798828,0,0.0,146867.38018798828
2020-06-26,146867.38018798828,0,0.0,146867.38018798828
2020-06-29,146867.38018798828,0,0.0,146867.38018798828
2020-06-30,146867.38018798828,0,0.0,146867.38018798828
2020-07-01,146867.38018798828,0,0.0,146867.38018798828
2020-07-02,146867.38018798828,0,0.0,146867.38018798828
2020-07-06,146867.38018798828,0,0.0,146867.38018798828
2020-07-07,146867.38018798828,0,0.0,146867.38018798828
2020-07-08,146867.38018798828,0,0.0,146867.38018798828
2020-07-09,146867.38018798828,0,0.0,146867.38018798828
2020-07-10,146867.38018798828,0,0.0,146867.38018798828
2020-07-13,146867.38018798828,0,0.0,146867.38018798828
2020-07-14,146867.38018798828,0,0.0,146867.38018798828
2020-07-15,146867.38018798828,0,0.0,146867.38018798828
2020-07-16,146867.38018798828,0,0.0,146867.38018798828
2020-07-17,146867.38018798828,0,0.0,146867.38018798828
2020-07-20,146867.38018798828,0,0.0,146867.38018798828
2020-07-21,146867.38018798828,0,0.0,146867.38018798828
2020-07-22,146867.38018798828,0,0.0,146867.38018798828
2020-07-23,146867.38018798828,0,0.0,146867.38018798828
2020-07-24,146867.38018798828,0,0.0,146867.38018798828
2020-07-27,146867.38018798828,0,0.0,146867.38018798828
2020-07-28,146867.38018798828,0,0.0,146867.38018798828
2020-07-29,146867.38018798828,0,0.0,146867.38018798828
2020-07-30,146867.38018798828,0,0.0,146867.38018798828
2020-07-31,146867.38018798828,0,0.0,146867.38018798828
2020-08-03,146867.38018798828,0,0.0,146867.38018798828
2020-08-04,146867.38018798828,0,0.0,146867.38018798828
2020-08-05,146867.38018798828,0,0.0,146867.38018798828
2020-08-06,146867.38018798828,0,0.0,146867.38018798828
2020-08-07,146867.38018798828,0,0.0,146867.38018798828
2020-08-10,146867.38018798828,0,0.0,146867.38018798828
2020-08-11,146867.38018798828,0,0.0,146867.38018798828
2020-08-12,146867.38018798828,0,0.0,146867.38018798828
2020-08-13,146867.38018798828,0,0.0,146867.38018798828
2020-08-14,146867.38018798828,0,0.0,146867.38018798828
2020-08-17,146867.38018798828,0,0.0,146867.38018798828
2020-08-18,146867.38018798828,0,0.0,146867.38018798828
2020-08-19,146867.38018798828,0,0.0,146867.38018798828
2020-08-20,146867.38018798828,0,0.0,146867.38018798828
2020-08-21,146867.38018798828,0,0.0,146867.38018798828
2020-08-24,146867.38018798828,0,0.0,146867.38018798828
2020-08-25,146867.38018798828,0,0.0,146867.38018798828
2020-08-26,146867.38018798828,0,0.0,146867.38018798828
2020-08-27,146867.38018798828,0,0.0,146867.38018798828
2020-08-28,146867.38018798828,0,0.0,146867.38018798828
2020-08-31,146867.38018798828,0,0.0,146867.38018798828
2020-09-01,146867.38018798828,0,0.0,146867.38018798828
2020-09-02,110943.38116455078,100,35923.9990234375,146867.38018798828
2020-09-03,76261.3804321289,200,69364.00146484375,145625.38189697266
2020-09-04,76261.3804321289,200,68796.00219726562,145057.38262939453
2020-09-08,76261.3804321289,200,66926.0009765625,143187.3814086914
2020-09-09,110379.37969970703,100,34117.999267578125,144497.37896728516
2020-09-10,143901.37982177734,0,0.0,143901.37982177734
2020-09-11,177882.92150878906,-100,-33538.00048828125,144344.9210205078
2020-09-14,180802.72018432617,-100,-33983.99963378906,146818.7205505371
2020-09-15,181995.24127197266,-100,-34157.000732421875,147838.24053955078
2020-09-16,182883.94970703125,-100,-34020.99914550781,148862.95056152344
2020-09-17,183612.58139038086,-100,-33729.00085449219,149883.58053588867
2020-09-18,184229.4501953125,-100,-33333.99963378906,150895.45056152344
2020-09-21,184858.47103881836,-100,-32963.00048828125,151895.4705505371
2020-09-22,184858.47103881836,-100,-33297.00012207031,151561.47091674805
2020-09-23,184858.47103881836,-100,-32375.0,152483.47103881836
2020-09-24,184858.47103881836,-100,-32460.000610351562,152398.4704284668
2020-09-25,217846.4715270996,-200,-65976.0009765625,151870.4705505371
2020-09-28,251382.47006225586,-300,-100607.99560546875,150774.4744567871
2020-09-29,251382.47006225586,-300,-100053.0029296875,151329.46713256836
2020-09-30,284988.46981811523,-400,-134423.9990234375,150564.47079467773
2020-10-01,318812.46884155273,-500,-169119.9951171875,149692.47372436523
2020-10-02,352317.4676208496,-600,-201029.99267578125,151287.47494506836
2020-10-05,318227.4682312012,-500,-170449.9969482422,147777.47128295898
2020-10-06,284621.4684753418,-400,-134423.9990234375,150197.4694519043
2020-10-07,250431.46908569336,-300,-102569.99816894531,147861.47091674805
2020-10-08,181435.46688842773,-100,-34498.00109863281,146937.46578979492
2020-10-09,111833.46493530273,100,34801.0009765625,146634.46591186523
2020-10-12,76464.46469116211,200,70738.00048828125,147202.46517944336
2020-10-13,76464.46469116211,200,70278.0029296875,146742.4676208496
2020-10-14,76464.46469116211,200,69838.00048828125,146302.46517944336
2020-10-15,76464.46469116211,200,69752.001953125,146216.4666442871
2020-10-16,111309.46591186523,100,34845.001220703125,146154.46713256836
2020-10-19,111309.46591186523,100,34322.00012207031,145631.46603393555
2020-10-20,111309.46591186523,100,34457.000732421875,145766.4666442871
2020-10-21,111309.46591186523,100,34389.99938964844,145699.46530151367
2020-10-22,111309.46591186523,100,34585.99853515625,145895.46444702148
2020-10-23,111309.46591186523,100,34695.99914550781,146005.46505737305
2020-10-26,111309.46591186523,100,34058.99963378906,145368.4655456543
2020-10-27,145252.46517944336,0,0.0,145252.46517944336
2020-10-28,145252.46517944336,0,0.0,145252.46517944336
2020-10-29,145252.46517944336,0,0.0,145252.46517944336
2020-10-30,145252.46517944336,0,0.0,145252.46517944336
2020-11-02,145252.46517944336,0,0.0,145252.46517944336
2020-11-03,178980.46505737305,-100,-33727.99987792969,145252.46517944336
2020-11-04,213453.46615600586,-200,-68946.00219726562,144507.46395874023
2020-11-05,248600.46627807617,-300,-105441.00036621094,143159.46591186523
2020-11-06,283744.4665222168,-400,-140576.0009765625,143168.4655456543
2020-11-09,248161.46786499023,-300,-106748.99597167969,141412.47189331055
2020-11-10,212624.46835327148,-200,-71073.9990234375,141550.46932983398
2020-11-11,141038.46981811523,0,0.0,141038.46981811523
2020-11-12,70134.47201538086,200,70903.99780273438,141038.46981811523
2020-11-13,-1733.5272521972656,400,143735.99853515625,142002.47128295898
2020-11-16,-74493.52481079103,600,218279.99267578128,143786.46786499023
2020-11-17,-74493.52481079103,600,217170.00732421875,142676.48251342773
2020-11-18,-38734.52517700197,500,178794.9981689453,140060.47299194336
2020-11-19,33685.03454589842,300,107712.00256347656,141397.037109375
2020-11-20,33685.03454589842,300,106989.00146484375,140674.0360107422
2020-11-23,69562.03344726561,200,71753.99780273438,141316.03125
2020-11-24,106013.03442382811,100,36451.0009765625,142464.03540039062
2020-11-25,142412.03344726562,0,0.0,142412.03344726562
2020-11-27,142412.03344726562,0,0.0,142412.03344726562
2020-11-30,142412.03344726562,0,0.0,142412.03344726562
2020-12-01,142412.03344726562,0,0.0,142412.03344726562
2020-12-02,142412.03344726562,0,0.0,142412.03344726562
2020-12-03,142412.03344726562,0,0.0,142412.03344726562
2020-12-04,142412.03344726562,0,0.0,142412.03344726562
2020-12-07,142412.03344726562,0,0.0,142412.03344726562
2020-12-08,142412.03344726562,0,0.0,142412.03344726562
2020-12-09,142412.03344726562,0,0.0,142412.03344726562
2020-12-10,142412.03344726562,0,0.0,142412.03344726562
2020-12-11,142412.03344726562,0,0.0,142412.03344726562
2020-12-14,142412.03344726562,0,0.0,142412.03344726562
2020-12-15,142412.03344726562,0,0.0,142412.03344726562
2020-12-16,142412.03344726562,0,0.0,142412.03344726562
2020-12-17,142412.03344726562,0,0.0,142412.03344726562
2020-12-18,142412.03344726562,0,0.0,142412.03344726562
2020-12-21,142412.03344726562,0,0.0,142412.03344726562
2020-12-22,142412.03344726562,0,0.0,142412.03344726562
2020-12-23,142412.03344726562,0,0.0,142412.03344726562
2020-12-24,142412.03344726562,0,0.0,142412.03344726562
2020-12-28,142412.03344726562,0,0.0,142412.03344726562
2020-12-29,142412.03344726562,0,0.0,142412.03344726562
2020-12-30,142412.03344726562,0,0.0,142412.03344726562
2020-12-31,142412.03344726562,0,0.0,142412.03344726562
2021-01-04,142412.03344726562,0,0.0,142412.03344726562
2021-01-05,142412.03344726562,0,0.0,142412.03344726562
2021-01-06,142412.03344726562,0,0.0,142412.03344726562
2021-01-07,142412.03344726562,0,0.0,142412.03344726562
2021-01-08,142412.03344726562,0,0.0,142412.03344726562
2021-01-11,142412.03344726562,0,0.0,142412.03344726562
2021-01-12,142412.03344726562,0,0.0,142412.03344726562
2021-01-13,142412.03344726562,0,0.0,142412.03344726562
2021-01-14,142412.03344726562,0,0.0,142412.03344726562
2021-01-15,142412.03344726562,0,0.0,142412.03344726562
2021-01-19,142412.03344726562,0,0.0,142412.03344726562
2021-01-20,142412.03344726562,0,0.0,142412.03344726562
2021-01-21,142412.03344726562,0,0.0,142412.03344726562
